coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,,02F7,4,,,WEB*,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5761,,DEPT,6,TBA,,,,GENERAL MEDICINE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5762,,DEPT,6,TBA,,,,HOSPITAL PRACT APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5763,,DEPT,6,TBA,,,,AMBULATORY CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5764,,DEPT,6,TBA,,,,COMMUNITY APPE,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5765,,DEPT,6,TBA,,,,PT CARE ELECT APPE 1,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5766,,DEPT,6,TBA,,,,PT CARE ELECT APPE 2,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Whalen,Karen Palmquist;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Doty,Randell E;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Doty,Randell E;",,,,
PHA,5767,,DEPT,6,TBA,,,,NON-PT CARE APPE,"Doty,Randell E;",,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5907,,DEPT,VAR,TBA,,,,RESEARCH IN PHAR PRAC,STAFF;,,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5941,,DEPT,4,TBA,,,,COMMUNITY IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5942,,DEPT,4,TBA,,,,HOSPITAL IPPE,"Whalen,Karen Palmquist;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,5956,,DEPT,VAR,TBA,,,,SPECIAL TOPICS/SDS,"Buring,Shauna Marie;",,,,
PHA,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,STAFF;,,,,
PHA,7980,,71C1,VAR,TBA,,,,DOCTORAL RESEARCH,STAFF;,,,,
PHI,2010,,02DH,3,MTWRF,2,LEI,0142,INTRO TO PHILOSOPHY,"Gillespie,James John;",,,,
PHI,2100,,01GA,3,MTWRF,4,FLO,0100,LOGIC,"Borges,Rodrigo;",,,,
PHI,2630,,02FC,3,MTWRF,3,PUGH,120,CONTEMP MORAL ISSUES,"Cannon,Nolan D;",,,,
PHI,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
PHI,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
PHI,2010,,4A89,3,MTWRF,3,FLO,0100,INTRO TO PHILOSOPHY,"Ortiz,David D;",,,,
PHI,2010,,4E69,3,MTWRF,4,LEI,0242,INTRO TO PHILOSOPHY,"Borges,Rodrigo;",,,,
PHI,2010,,4F81,3,MTWRF,5,FLO,0100,INTRO TO PHILOSOPHY,"Simpson,James C;",,,,
PHI,2010,,409H,3,MTWRF,2,FLO,0100,INTRO TO PHILOSOPHY,STAFF;,,,,
PHI,3650,,4C91,3,MTWRF,2,TUR,2334,MORAL PHILOSOPHY,"Purves,Duncan W;",,,,
PHI,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
PHI,6940,,DEPT,VAR,TBA,,,,SUPERVISED TEACHING,STAFF;,,,,
PHI,2010,,8F71,3,,,WEB,,INTRO TO PHILOSOPHY,"Borges,Rodrigo;",,,,
PHT,6186C,,DEPT,2,M,1,,,MOTOR/THERAP EXERC 1,"Miller,Gloria J T;",M,5-6,,
PHT,6186C,,DEPT,2,M,1,,,MOTOR/THERAP EXERC 1,"Miller,Gloria J T;",M,5-6,,
PHT,6186C,,DEPT,2,M,1-3,,,MOTOR/THERAP EXERC 1,"Miller,Gloria J T;",,,,
PHT,6190C,,DEPT,3,WR,5-6,,,MOTOR/THERAP EXERC 2,"Miller,Gloria J T;",,,,
PHT,6190C,,DEPT,3,WR,5-6,,,MOTOR/THERAP EXERC 2,"Miller,Gloria J T;",,,,
PHT,6190C,,DEPT,3,WR,5-6,,,MOTOR/THERAP EXERC 2,"Miller,Gloria J T;",,,,
PHT,6218C,,DEPT,2,M,2-3,,,THERAP MODALTY INTERV,"Bialosky,Joel Eric;Schack-Dugre,Judi Mae;",,,,
PHT,6218C,,DEPT,2,M,2-3,,,THERAP MODALTY INTERV,"Bialosky,Joel Eric;Schack-Dugre,Judi Mae;",,,,
PHT,6218C,,DEPT,2,M,5-6,,,THERAP MODALTY INTERV,"Bialosky,Joel Eric;Schack-Dugre,Judi Mae;",,,,
PHT,6322C,,DEPT,4,T,1,,,PEDIATRIC PHYS THERA,"Guevara,Amanda Lynn;Senesac,Claudia R;",F,2-3,,
PHT,6322C,,DEPT,4,T,1,,,PEDIATRIC PHYS THERA,"Guevara,Amanda Lynn;Senesac,Claudia R;",F,2-3,,
PHT,6322C,,DEPT,4,T,1,,,PEDIATRIC PHYS THERA,"Guevara,Amanda Lynn;Senesac,Claudia R;",F,2-3,,
PHT,6352,,DEPT,3,F,2-3,,,PHARM PHYS THER PRACT,"Paterson,Cathy S;",,,,
PHT,6352,,DEPT,3,F,2-3,,,PHARM PHYS THER PRACT,"Paterson,Cathy S;",,,,
PHT,6608,,DEPT,3,T,1-2,,,EVIDENCE BASE PRACT 2,"Bialosky,Joel Eric;",F,4-5,,
PHT,6608,,DEPT,3,T,1-2,,,EVIDENCE BASE PRACT 2,"Bialosky,Joel Eric;",F,4-5,,
PHT,6702C,,DEPT,2,M  R,2-3,,,PROSTETICS/ORTHOTICS,"Lott,Donovan J;",,,,
PHT,6702C,,DEPT,2,M  R,2-3,,,PROSTETICS/ORTHOTICS,"Lott,Donovan J;",,,,
PHT,6730,,DEPT,3,M   F,4-5,,,DIFFER DIAG PHYS THER,"Lulofs MacPherson,Kevin;",,,,
PHT,6730,,DEPT,3,M   F,4-5,,,DIFFER DIAG PHYS THER,"Lulofs MacPherson,Kevin;",,,,
PHT,6730,,DEPT,3,M   F,4-5,,,DIFFER DIAG PHYS THER,"Lulofs MacPherson,Kevin;",,,,
PHT,6770C,,DEPT,2,T R,6-7,,,MUSCLSKLTL DISORDR 1,"Bialosky,Joel Eric;Dunleavy,Kim;Lulofs MacPherson,Kevin;",,,,
PHT,6770C,,DEPT,2,T R,6-7,,,MUSCLSKLTL DISORDR 1,"Bialosky,Joel Eric;Dunleavy,Kim;Lulofs MacPherson,Kevin;",,,,
PHT,6770C,,DEPT,2,T R,6-7,,,MUSCLSKLTL DISORDR 1,"Bialosky,Joel Eric;Dunleavy,Kim;Lulofs MacPherson,Kevin;",,,,
PHT,6860,,DEPT,1,T,4,,,CLINICAL EDUCATION 1,"McGehee,William F Jr;",,,,
PHT,6860,,DEPT,1,T,4,,,CLINICAL EDUCATION 1,"McGehee,William F Jr;",,,,
PHY,2020,,4C59,3,,,WEB,,INTRO PRIN OF PHYSICS,"Ingersent,J Kevin;",,,,
PHY,6905,,DEPT,VAR,TBA,,,,INDIVIDUAL WORK,STAFF;,,,,
PHY,2020,,7E61,3,,,WEB,,INTRO PRIN OF PHYSICS,"Ingersent,J Kevin;",,,,
PHY,2020,,7G67,3,,,WEB,,INTRO PRIN OF PHYSICS,"Ingersent,J Kevin;",,,,
PHY,2020,,732B,3,,,WEB,,INTRO PRIN OF PHYSICS,"Ingersent,J Kevin;",,,,
PHY,2048,,778D,3,M W F,3,NPB,1001,PHYSICS WITH CALC 1,STAFF;,R,3,NPB,1011
PHY,2048,,8691,3,M W F,3,NPB,1001,PHYSICS WITH CALC 1,STAFF;,T,2,NPB,1101
PHY,2048,,8692,3,M W F,3,NPB,1001,PHYSICS WITH CALC 1,STAFF;,W,4,NPB,1101
PHY,2048,,8693,3,M W F,3,NPB,1001,PHYSICS WITH CALC 1,STAFF;,T,3,NPB,1220
PHY,2048,,8694,3,M W F,3,NPB,1001,PHYSICS WITH CALC 1,STAFF;,W,5,NPB,1101
PHY,2048L,,DEPT,1,T,3-4,NPB,1219,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,T,5-6,NPB,1229,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,W,1-2,NPB,1221,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,T,3-4,NPB,1221,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,F,5-6,NPB,1219,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,T,5-6,NPB,1221,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2048L,,DEPT,1,W,5-6,NPB,1221,LAB FOR PHY 2048,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049,,778F,3,M W F,4,NPB,1001,PHYSICS WITH CALC 2,"Weatherford,Shawn Anderson;",W,5,NPB,1011
PHY,2049,,8701,3,M W F,4,NPB,1001,PHYSICS WITH CALC 2,"Weatherford,Shawn Anderson;",R,6,NPB,1101
PHY,2049,,8702,3,M W F,4,NPB,1001,PHYSICS WITH CALC 2,"Weatherford,Shawn Anderson;",F,5,NPB,1101
PHY,2049,,8703,3,M W F,4,NPB,1001,PHYSICS WITH CALC 2,"Weatherford,Shawn Anderson;",F,3,NPB,1216
PHY,2049,,8704,3,M W F,4,NPB,1001,PHYSICS WITH CALC 2,"Weatherford,Shawn Anderson;",R,3,NPB,1220
PHY,2049L,,DEPT,1,W,1-2,NPB,1235,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,T,5-6,NPB,1237,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,F,5-6,NPB,1237,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,W,1-2,NPB,1233,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,W,1-2,NPB,1237,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,T,3-4,NPB,1233,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,F,5-6,NPB,1233,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,T,3-4,NPB,1235,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2049L,,DEPT,1,T,5-6,NPB,1233,LAB FOR PHY 2049,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053,,7262,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,W F,5,NPB,1220
PHY,2053,,77A8,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,4,NPB,1011
PHY,2053,,7780,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,W F,3,NPB,1011
PHY,2053,,8711,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,4,NPB,1101
PHY,2053,,8712,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,5,NPB,1101
PHY,2053,,8713,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,W F,3,NPB,1220
PHY,2053,,8714,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,4,NPB,1216
PHY,2053,,8715,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,5,NPB,1220
PHY,2053,,8716,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,T R,6,NPB,1216
PHY,2053,,8717,4,T R,3,NPB,1001,PHYSICS 1,STAFF;,W F,6,NPB,1101
PHY,2053L,,DEPT,1,W,1-2,NPB,1219,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053L,,DEPT,1,F,3-4,NPB,1221,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053L,,DEPT,1,W,5-6,NPB,1229,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053L,,DEPT,1,F,1-2,NPB,1229,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053L,,DEPT,1,W,3-4,NPB,1229,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
PHY,2053L,,DEPT,1,F,1-2,NPB,1219,LAB FOR PHY 2053,"Deserio,Robert;Parks,Charles T,Jr;",,,,
